0 ['reuse', 'reliability', 'will']
20796 ['this', 'spontaneous', 'process']
20797 ['spontaneous', 'process', 'and']
20798 ['process', 'and', 'use']
20799 ['and', 'use', 'it']
20800 ['use', 'it', 'explains']
20801 ['it', 'explains', 'eugene']
20802 ['explains', 'eugene', 'polzik']
20803 ['eugene', 'polzik', 'professor']
20804 ['polzik', 'professor', 'and']
20805 ['professor', 'and', 'director']
20806 ['of', 'the', 'danish']
20807 ['the', 'danish', 'national']
20808 ['danish', 'national', 'research']
20809 ['national', 'research', 'foundation']
20810 ['research', 'foundation', 'center']
20811 ['foundation', 'center', 'quantop']
20812 ['center', 'quantop', 'at']
20813 ['quantop', 'at', 'the']
20814 ['bohr', 'institute', 'at']
20815 ['institute', 'at', 'the']
20816 ['university', 'of', 'copenhagen']
20817 ['of', 'copenhagen', 'maintaining']
20818 ['copenhagen', 'maintaining', 'entanglement']
20819 ['maintaining', 'entanglement', 'in']
20820 ['entanglement', 'in', 'the']
20821 ['in', 'the', 'quantop']
20822 ['the', 'quantop', 'laboratories']
20823 ['quantop', 'laboratories', 'the']
20824 ['laboratories', 'the', 'research']
20825 ['the', 'research', 'group']
20826 ['research', 'group', 'conducted']
20827 ['group', 'conducted', 'experiments']
20828 ['conducted', 'experiments', 'with']
20829 ['experiments', 'with', 'entanglement']
20830 ['with', 'entanglement', 'using']
20831 ['entanglement', 'using', 'two']
20832 ['using', 'two', 'clouds']
20833 ['two', 'clouds', 'of']
20834 ['caesium', 'atoms', 'placed']
20835 ['atoms', 'placed', 'in']
20836 ['placed', 'in', 'separate']
20837 ['in', 'separate', 'glass']
20838 ['separate', 'glass', 'containers']
20839 ['glass', 'containers', 'by']
20840 ['containers', 'by', 'illuminating']
20841 ['by', 'illuminating', 'both']
20842 ['illuminating', 'both', 'clouds']
20843 ['both', 'clouds', 'of']
20844 ['clouds', 'of', 'atoms']
20845 ['of', 'atoms', 'with']
20846 ['atoms', 'with', 'laser']
20847 ['with', 'laser', 'light']
20848 ['laser', 'light', 'the']
20849 ['light', 'the', 'collective']
20850 ['the', 'collective', 'spins']
20851 ['collective', 'spins', 'of']
20852 ['spins', 'of', 'the']
20853 ['of', 'the', 'atoms']
20854 ['the', 'atoms', 'are']
20855 ['atoms', 'are', 'manipulated']
20856 ['are', 'manipulated', 'the']
20857 ['manipulated', 'the', 'two']
20858 ['atomic', 'clouds', 'become']
20859 ['clouds', 'become', 'entangled']
20860 ['become', 'entangled', 'which']
20861 ['entangled', 'which', 'means']
20862 ['which', 'means', 'that']
20863 ['means', 'that', 'some']
20864 ['that', 'some', 'of']
20865 ['some', 'of', 'their']
20866 ['of', 'their', 'properties']
20867 ['their', 'properties', 'are']
20868 ['properties', 'are', 'correlated']
20869 ['are', 'correlated', 'but']
20870 ['correlated', 'but', 'the']
20871 ['but', 'the', 'atoms']
20872 ['the', 'atoms', 'emit']
20873 ['atoms', 'emit', 'photons']
20874 ['emit', 'photons', 'in']
20875 ['photons', 'in', 'all']
20876 ['in', 'all', 'directions']
20877 ['all', 'directions', 'and']
20878 ['directions', 'and', 'this']
20879 ['and', 'this', 'causes']
20880 ['this', 'causes', 'the']
20881 ['causes', 'the', 'entanglement']
20882 ['the', 'entanglement', 'to']
20883 ['entanglement', 'to', 'disappear']
20884 ['to', 'disappear', 'this']
20885 ['disappear', 'this', 'usually']
20886 ['this', 'usually', 'happens']
20887 ['usually', 'happens', 'in']
20888 ['happens', 'in', 'a']
20889 ['in', 'a', 'fraction']
20890 ['a', 'second', 'what']
20891 ['second', 'what', 'we']
20892 ['what', 'we', 'have']
20893 ['we', 'have', 'done']
20894 ['have', 'done', 'is']
20895 ['done', 'is', 'that']
20896 ['is', 'that', 'we']
20897 ['have', 'developed', 'a']
20898 ['developed', 'a', 'technique']
20899 ['a', 'technique', 'where']
20900 ['technique', 'where', 'we']
20901 ['where', 'we', 'renew']
20902 ['we', 'renew', 'the']
20903 ['renew', 'the', 'entanglement']
20904 ['the', 'entanglement', 'as']
20905 ['entanglement', 'as', 'fast']
20906 ['as', 'fast', 'as']
20907 ['fast', 'as', 'it']
20908 ['as', 'it', 'disappears']
20909 ['it', 'disappears', 'in']
20910 ['disappears', 'in', 'this']
20911 ['in', 'this', 'way']
20912 ['this', 'way', 'we']
20913 ['we', 'have', 'been']
20914 ['have', 'been', 'able']
20915 ['the', 'entanglement', 'between']
20916 ['entanglement', 'between', 'the']
20917 ['atomic', 'clouds', 'as']
20918 ['clouds', 'as', 'long']
20919 ['as', 'long', 'as']
20920 ['long', 'as', 'the']
20921 ['as', 'the', 'experiment']
20922 ['the', 'experiment', 'lasted']
20923 ['experiment', 'lasted', 'that']
20924 ['lasted', 'that', 'is']
20925 ['that', 'is', 'to']
20926 ['is', 'to', 'say']
20927 ['to', 'say', 'up']
20928 ['say', 'up', 'to']
20929 ['an', 'hour', 'explains']
20930 ['hour', 'explains', 'hanna']
20931 ['explains', 'hanna', 'krauter']
20932 ['hanna', 'krauter', 'who']
20933 ['krauter', 'who', 'is']
20934 ['who', 'is', 'a']
20935 ['is', 'a', 'quantum']
20936 ['a', 'quantum', 'physicist']
20937 ['quantum', 'physicist', 'and']
20938 ['physicist', 'and', 'researcher']
20939 ['and', 'researcher', 'at']
20940 ['researcher', 'at', 'quantop']
20941 ['at', 'quantop', 'at']
20942 ['bohr', 'institute', 'from']
20943 ['institute', 'from', 'theory']
20944 ['from', 'theory', 'to']
20945 ['theory', 'to', 'reality']
20946 ['to', 'reality', 'the']
20947 ['reality', 'the', 'research']
20948 ['the', 'research', 'has']
20949 ['has', 'been', 'conducted']
20950 ['been', 'conducted', 'in']
20951 ['conducted', 'in', 'collaboration']
20952 ['collaboration', 'with', 'the']
20953 ['with', 'the', 'max']
20954 ['the', 'max', 'planck']
20955 ['max', 'planck', 'institute']
20956 ['planck', 'institute', 'of']
20957 ['institute', 'of', 'quantum']
20958 ['of', 'quantum', 'optics']
20959 ['quantum', 'optics', 'in']
20960 ['optics', 'in', 'germany']
20961 ['in', 'germany', 'where']
20962 ['germany', 'where', 'they']
20963 ['where', 'they', 'have']
20964 ['they', 'have', 'been']
20965 ['have', 'been', 'working']
20966 ['been', 'working', 'with']
20967 ['with', 'the', 'theoretical']
20968 ['the', 'theoretical', 'models']
20969 ['theoretical', 'models', 'theoretical']
20970 ['models', 'theoretical', 'physicists']
20971 ['theoretical', 'physicists', 'have']
20972 ['physicists', 'have', 'suggested']
20973 ['have', 'suggested', 'similar']
20974 ['suggested', 'similar', 'techniques']
20975 ['similar', 'techniques', 'for']
20976 ['techniques', 'for', 'about']
20977 ['for', 'about', 'five']
20978 ['about', 'five', 'years']
20979 ['five', 'years', 'but']
20980 ['years', 'but', 'it']
20981 ['it', 'is', 'only']
20982 ['is', 'only', 'now']
20983 ['only', 'now', 'that']
20984 ['now', 'that', 'the']
20985 ['that', 'the', 'nbi']
20986 ['the', 'nbi', 'team']
20987 ['nbi', 'team', 'has']
20988 ['team', 'has', 'succeeded']
20989 ['has', 'succeeded', 'in']
20990 ['succeeded', 'in', 'conducting']
20991 ['in', 'conducting', 'the']
20992 ['conducting', 'the', 'physical']
20993 ['the', 'physical', 'experiments']
20994 ['physical', 'experiments', 'based']
20995 ['experiments', 'based', 'on']
20996 ['based', 'on', 'these']
20997 ['on', 'these', 'methods']
20998 ['these', 'methods', 'and']
20999 ['methods', 'and', 'getting']
21000 ['and', 'getting', 'them']
21001 ['getting', 'them', 'to']
21002 ['them', 'to', 'work']
21003 ['to', 'work', 'the']
21004 ['work', 'the', 'breakthrough']
21005 ['the', 'breakthrough', 'has']
21006 ['breakthrough', 'has', 'great']
21007 ['has', 'great', 'potential']
21008 ['great', 'potential', 'and']
21009 ['potential', 'and', 'provides']
21010 ['and', 'provides', 'among']
21011 ['provides', 'among', 'other']
21012 ['among', 'other', 'things']
21013 ['other', 'things', 'a']
21014 ['things', 'a', 'new']
21015 ['a', 'new', 'approach']
21016 ['new', 'approach', 'to']
21017 ['approach', 'to', 'quantum']
21018 ['to', 'quantum', 'communication']
21019 ['quantum', 'communication', 'it']
21020 ['communication', 'it', 'is']
21021 ['is', 'a', 'step']
21022 ['a', 'step', 'towards']
21023 ['step', 'towards', 'getting']
21024 ['towards', 'getting', 'quantum']
21025 ['getting', 'quantum', 'communication']
21026 ['quantum', 'communication', 'to']
21027 ['communication', 'to', 'function']
21028 ['function', 'in', 'practice']
21029 ['in', 'practice', 'not']
21030 ['practice', 'not', 'just']
21031 ['not', 'just', 'in']
21032 ['just', 'in', 'the']
21033 ['the', 'laboratory', 'but']
21034 ['laboratory', 'but', 'also']
21035 ['but', 'also', 'in']
21036 ['also', 'in', 'the']
21037 ['in', 'the', 'real']
21038 ['the', 'real', 'world']
21039 ['real', 'world', 'of']
21040 ['world', 'of', 'networking']
21041 ['of', 'networking', 'a']
21042 ['networking', 'a', 'la']
21043 ['a', 'la', 'the']
21044 ['la', 'the', 'internet']
21045 ['the', 'internet', 'in']
21046 ['internet', 'in', 'addition']
21047 ['in', 'addition', 'it']
21048 ['addition', 'it', 'means']
21049 ['it', 'means', 'an']
21050 ['means', 'an', 'improvement']
21051 ['improvement', 'of', 'ultra-precise']
21052 ['of', 'ultra-precise', 'measurements']
21053 ['ultra-precise', 'measurements', 'of']
21054 ['measurements', 'of', 'miniscule']
21055 ['of', 'miniscule', 'magnetic']
21056 ['miniscule', 'magnetic', 'fields']
21057 ['magnetic', 'fields', 'with']
21058 ['fields', 'with', 'atomic']
21059 ['with', 'atomic', 'magnetometers']
21060 ['atomic', 'magnetometers', 'sensitive']
21061 ['magnetometers', 'sensitive', 'magnetometers']
21062 ['sensitive', 'magnetometers', 'could']
21063 ['magnetometers', 'could', 'be']
21064 ['could', 'be', 'used']
21065 ['used', 'to', 'measure']
21066 ['to', 'measure', 'electrical']
21067 ['measure', 'electrical', 'activity']
21068 ['electrical', 'activity', 'in']
21069 ['activity', 'in', 'the']
21070 ['in', 'the', 'human']
21071 ['the', 'human', 'brain']
21072 ['human', 'brain', 'and']
21073 ['brain', 'and', 'heart']
21074 ['and', 'heart', 'explains']
21075 ['heart', 'explains', 'professor']
21076 ['explains', 'professor', 'eugene']
21077 ['professor', 'eugene', 'polzik']
21078 ['ions', 'control', 'shape']
21079 ['control', 'shape', 'of']
21080 ['shape', 'of', 'nanofibers']
21081 ['of', 'nanofibers', 'grown']
21082 ['nanofibers', 'grown', 'on']
21083 ['grown', 'on', 'clear']
21084 ['on', 'clear', 'substrate']
21085 ['clear', 'substrate', 'sciencedaily']
21086 ['substrate', 'sciencedaily', 'aug']
21087 ['19', '2011', 'researchers']
21088 ['2011', 'researchers', 'from']
21089 ['researchers', 'from', 'north']
21090 ['from', 'north', 'carolina']
21091 ['north', 'carolina', 'state']
21092 ['carolina', 'state', 'university']
21093 ['state', 'university', 'the']
21094 ['university', 'the', 'oak']
21095 ['the', 'oak', 'ridge']
21096 ['oak', 'ridge', 'national']
21097 ['ridge', 'national', 'laboratory']
21098 ['national', 'laboratory', 'and']
21099 ['laboratory', 'and', 'cfd']
21100 ['and', 'cfd', 'research']
21101 ['cfd', 'research', 'corporation']
21102 ['research', 'corporation', 'have']
21103 ['corporation', 'have', 'found']
21104 ['have', 'found', 'a']
21105 ['found', 'a', 'new']
21106 ['new', 'way', 'to']
21107 ['way', 'to', 'develop']
21108 ['to', 'develop', 'straight']
21109 ['develop', 'straight', 'carbon']
21110 ['straight', 'carbon', 'nanofibers']
21111 ['carbon', 'nanofibers', 'on']
21112 ['nanofibers', 'on', 'a']
21113 ['on', 'a', 'transparent']
21114 ['a', 'transparent', 'substrate']
21115 ['transparent', 'substrate', 'growing']
21116 ['substrate', 'growing', 'such']
21117 ['growing', 'such', 'nanofiber']
21118 ['such', 'nanofiber', 'coatings']
21119 ['nanofiber', 'coatings', 'is']
21120 ['coatings', 'is', 'important']
21121 ['important', 'for', 'use']
21122 ['use', 'in', 'novel']
21123 ['in', 'novel', 'biomedical']
21124 ['novel', 'biomedical', 'research']
21125 ['biomedical', 'research', 'tools']
21126 ['research', 'tools', 'solar']
21127 ['tools', 'solar', 'cells']
21128 ['solar', 'cells', 'water']
21129 ['cells', 'water', 'repellent']
21130 ['water', 'repellent', 'coatings']
21131 ['repellent', 'coatings', 'and']
21132 ['coatings', 'and', 'others']
21133 ['and', 'others', 'the']
21134 ['others', 'the', 'technique']
21135 ['the', 'technique', 'utilizes']
21136 ['technique', 'utilizes', 'a']
21137 ['utilizes', 'a', 'charged']
21138 ['a', 'charged', 'chromium']
21139 ['charged', 'chromium', 'grid']
21140 ['chromium', 'grid', 'and']
21141 ['grid', 'and', 'relies']
21142 ['and', 'relies', 'on']
21143 ['relies', 'on', 'ions']
21144 ['on', 'ions', 'to']
21145 ['ions', 'to', 'ensure']
21146 ['to', 'ensure', 'the']
21147 ['ensure', 'the', 'nanofibers']
21148 ['the', 'nanofibers', 'are']
21149 ['nanofibers', 'are', 'straight']
21150 ['are', 'straight', 'rather']
21151 ['straight', 'rather', 'than']
21152 ['rather', 'than', 'curling']
21153 ['than', 'curling', 'which']
21154 ['curling', 'which', 'limits']
21155 ['which', 'limits', 'their']
21156 ['limits', 'their', 'utility']
21157 ['their', 'utility', 'this']
21158 ['utility', 'this', 'is']
21159 ['first', 'time', 'that']
21160 ['time', 'that', 'i']
21161 ['that', 'i', 'know']
21162 ['i', 'know', 'of']
21163 ['know', 'of', 'where']
21164 ['of', 'where', 'someone']
21165 ['where', 'someone', 'has']
21166 ['someone', 'has', 'been']
21167 ['able', 'to', 'grow']
21168 ['to', 'grow', 'straight']
21169 ['grow', 'straight', 'carbon']
21170 ['on', 'a', 'clear']
21171 ['a', 'clear', 'substrate']
21172 ['clear', 'substrate', 'says']
21173 ['substrate', 'says', 'dr']
21174 ['says', 'dr', 'anatoli']
21175 ['dr', 'anatoli', 'melechko']
21176 ['anatoli', 'melechko', 'an']
21177 ['melechko', 'an', 'associate']
21178 ['professor', 'of', 'materials']
21179 ['of', 'materials', 'science']
21180 ['materials', 'science', 'and']
21181 ['and', 'engineering', 'at']
21182 ['engineering', 'at', 'nc']
21183 ['at', 'nc', 'state']
21184 ['nc', 'state', 'and']
21185 ['state', 'and', 'co-author']
21186 ['and', 'co-author', 'of']
21187 ['co-author', 'of', 'a']
21188 ['describing', 'the', 'research']
21189 ['the', 'research', 'such']
21190 ['research', 'such', 'nanofibers']
21191 ['such', 'nanofibers', 'can']
21192 ['nanofibers', 'can', 'be']
21193 ['be', 'used', 'as']
21194 ['used', 'as', 'gene-delivery']
21195 ['as', 'gene-delivery', 'tools']
21196 ['gene-delivery', 'tools', 'and']
21197 ['tools', 'and', 'a']
21198 ['and', 'a', 'transparent']
21199 ['transparent', 'substrate', 'allows']
21200 ['substrate', 'allows', 'researchers']
21201 ['allows', 'researchers', 'to']
21202 ['researchers', 'to', 'see']
21203 ['to', 'see', 'how']
21204 ['see', 'how', 'the']
21205 ['how', 'the', 'nanofibers']
21206 ['the', 'nanofibers', 'interact']
21207 ['nanofibers', 'interact', 'with']
21208 ['interact', 'with', 'cells']
21209 ['with', 'cells', 'and']
21210 ['cells', 'and', 'to']
21211 ['and', 'to', 'manipulate']
21212 ['to', 'manipulate', 'this']
21213 ['manipulate', 'this', 'interaction']
21214 ['this', 'interaction', 'specifically']
21215 ['interaction', 'specifically', 'the']
21216 ['specifically', 'the', 'nanofibers']
21217 ['the', 'nanofibers', 'can']
21218 ['can', 'be', 'coated']
21219 ['be', 'coated', 'with']
21220 ['coated', 'with', 'genetic']
21221 ['with', 'genetic', 'material']
21222 ['genetic', 'material', 'and']
21223 ['material', 'and', 'then']
21224 ['and', 'then', 'inserted']
21225 ['then', 'inserted', 'into']
21226 ['inserted', 'into', 'the']
21227 ['into', 'the', 'nucleus']
21228 ['the', 'nucleus', 'of']
21229 ['nucleus', 'of', 'a']
21230 ['of', 'a', 'cell']
21231 ['a', 'cell', 'for']
21232 ['cell', 'for', 'example']
21233 ['for', 'example', 'to']
21234 ['example', 'to', 'facilitate']
21235 ['to', 'facilitate', 'gene']
21236 ['facilitate', 'gene', 'therapy']
21237 ['gene', 'therapy', 'research']
21238 ['therapy', 'research', 'the']
21239 ['research', 'the', 'transparent']
21240 ['the', 'transparent', 'substrate']
21241 ['transparent', 'substrate', 'improves']
21242 ['substrate', 'improves', 'visibility']
21243 ['improves', 'visibility', 'because']
21244 ['visibility', 'because', 'researchers']
21245 ['because', 'researchers', 'can']
21246 ['researchers', 'can', 'shine']
21247 ['can', 'shine', 'light']
21248 ['shine', 'light', 'through']
21249 ['light', 'through', 'it']
21250 ['through', 'it', 'creating']
21251 ['it', 'creating', 'better']
21252 ['creating', 'better', 'contrast']
21253 ['better', 'contrast', 'and']
21254 ['contrast', 'and', 'making']
21255 ['and', 'making', 'it']
21256 ['making', 'it', 'easier']
21257 ['it', 'easier', 'to']
21258 ['easier', 'to', 'see']
21259 ['going', 'on', 'the']
21260 ['on', 'the', 'researchers']
21261 ['researchers', 'also', 'learned']
21262 ['also', 'learned', 'that']
21263 ['learned', 'that', 'ions']
21264 ['that', 'ions', 'play']
21265 ['ions', 'play', 'a']
21266 ['play', 'a', 'key']
21267 ['role', 'in', 'ensuring']
21268 ['in', 'ensuring', 'that']
21269 ['ensuring', 'that', 'the']
21270 ['that', 'the', 'carbon']
21271 ['the', 'carbon', 'nanofibers']
21272 ['carbon', 'nanofibers', 'are']
21273 ['are', 'straight', 'to']
21274 ['straight', 'to', 'understand']
21275 ['to', 'understand', 'that']
21276 ['understand', 'that', 'role']
21277 ['that', 'role', 'you']
21278 ['role', 'you', 'need']
21279 ['need', 'to', 'know']
21280 ['to', 'know', 'how']
21281 ['know', 'how', 'the']
21282 ['how', 'the', 'technique']
21283 ['the', 'technique', 'works']
21284 ['technique', 'works', 'the']
21285 ['works', 'the', 'nanofibers']
21286 ['nanofibers', 'are', 'made']
21287 ['are', 'made', 'by']
21288 ['made', 'by', 'distributing']
21289 ['by', 'distributing', 'nickel']
21290 ['distributing', 'nickel', 'nanoparticles']
21291 ['nickel', 'nanoparticles', 'evenly']
21292 ['nanoparticles', 'evenly', 'on']
21293 ['evenly', 'on', 'a']
21294 ['on', 'a', 'substrate']
21295 ['a', 'substrate', 'made']
21296 ['substrate', 'made', 'of']
21297 ['made', 'of', 'fused']
21298 ['of', 'fused', 'silicon']
21299 ['fused', 'silicon', 'which']
21300 ['silicon', 'which', 'is']
21301 ['which', 'is', 'pure']
21302 ['is', 'pure', 'silicon']
21303 ['pure', 'silicon', 'dioxide']
21304 ['silicon', 'dioxide', 'the']
21305 ['dioxide', 'the', 'substrate']
21306 ['the', 'substrate', 'is']
21307 ['substrate', 'is', 'then']
21308 ['is', 'then', 'overlaid']
21309 ['then', 'overlaid', 'with']
21310 ['overlaid', 'with', 'a']
21311 ['with', 'a', 'fine']
21312 ['a', 'fine', 'grid']
21313 ['fine', 'grid', 'made']
21314 ['grid', 'made', 'of']
21315 ['made', 'of', 'chromium']
21316 ['of', 'chromium', 'which']
21317 ['chromium', 'which', 'serves']
21318 ['which', 'serves', 'as']
21319 ['serves', 'as', 'an']
21320 ['as', 'an', 'electrode']
21321 ['an', 'electrode', 'the']
21322 ['electrode', 'the', 'substrate']
21323 ['the', 'substrate', 'and']
21324 ['substrate', 'and', 'grid']
21325 ['and', 'grid', 'are']
21326 ['grid', 'are', 'then']
21327 ['are', 'then', 'placed']
21328 ['then', 'placed', 'in']
21329 ['in', 'a', 'chamber']
21330 ['chamber', 'at', '700']
21331 ['at', '700', 'degrees']
21332 ['700', 'degrees', 'celsius']
21333 ['degrees', 'celsius', 'which']
21334 ['celsius', 'which', 'is']
21335 ['which', 'is', 'then']
21336 ['is', 'then', 'filled']
21337 ['then', 'filled', 'with']
21338 ['filled', 'with', 'acetylene']
21339 ['with', 'acetylene', 'and']
21340 ['acetylene', 'and', 'ammonia']
21341 ['and', 'ammonia', 'gas']
21342 ['ammonia', 'gas', 'the']
21343 ['gas', 'the', 'chrome']
21344 ['the', 'chrome', 'grid']
21345 ['chrome', 'grid', 'is']
21346 ['grid', 'is', 'a']
21347 ['is', 'a', 'negatively']
21348 ['a', 'negatively', 'charged']
21349 ['negatively', 'charged', 'electrode']
21350 ['charged', 'electrode', 'and']
21351 ['electrode', 'and', 'the']
21352 ['and', 'the', 'top']
21353 ['the', 'top', 'of']
21354 ['top', 'of', 'the']
21355 ['of', 'the', 'chamber']
21356 ['the', 'chamber', 'contains']
21357 ['chamber', 'contains', 'a']
21358 ['contains', 'a', 'positively']
21359 ['a', 'positively', 'charged']
21360 ['positively', 'charged', 'electrode']
21361 ['charged', 'electrode', 'electric']
21362 ['electrode', 'electric', 'voltage']
21363 ['electric', 'voltage', 'is']
21364 ['voltage', 'is', 'then']
21365 ['is', 'then', 'applied']
21366 ['then', 'applied', 'to']
21367 ['applied', 'to', 'the']
21368 ['to', 'the', 'two']
21369 ['the', 'two', 'electrodes']
21370 ['two', 'electrodes', 'creating']
21371 ['electrodes', 'creating', 'an']
21372 ['creating', 'an', 'electric']
21373 ['an', 'electric', 'field']
21374 ['electric', 'field', 'in']
21375 ['field', 'in', 'the']
21376 ['in', 'the', 'chamber']
21377 ['the', 'chamber', 'that']
21378 ['chamber', 'that', 'excites']
21379 ['that', 'excites', 'the']
21380 ['excites', 'the', 'atoms']
21381 ['the', 'atoms', 'in']
21382 ['atoms', 'in', 'the']
21383 ['in', 'the', 'acetylene']
21384 ['the', 'acetylene', 'and']
21385 ['ammonia', 'gas', 'some']
21386 ['gas', 'some', 'of']
21387 ['of', 'the', 'electrons']
21388 ['the', 'electrons', 'in']
21389 ['electrons', 'in', 'these']
21390 ['in', 'these', 'atoms']
21391 ['these', 'atoms', 'break']
21392 ['atoms', 'break', 'away']
21393 ['break', 'away', 'creating']
21394 ['away', 'creating', 'free']
21395 ['creating', 'free', 'electrons']
21396 ['free', 'electrons', 'and']
21397 ['electrons', 'and', 'positively']
21398 ['and', 'positively', 'charged']
21399 ['positively', 'charged', 'atoms']
21400 ['charged', 'atoms', 'called']
21401 ['atoms', 'called', 'ions']
21402 ['called', 'ions', 'the']
21403 ['ions', 'the', 'free']
21404 ['the', 'free', 'electrons']
21405 ['free', 'electrons', 'accelerate']
21406 ['electrons', 'accelerate', 'around']
21407 ['accelerate', 'around', 'the']
21408 ['around', 'the', 'chamber']
21409 ['the', 'chamber', 'knocking']
21410 ['chamber', 'knocking', 'loose']
21411 ['knocking', 'loose', 'even']
21412 ['loose', 'even', 'more']
21413 ['even', 'more', 'electrons']
21414 ['more', 'electrons', 'the']
21415 ['electrons', 'the', 'positively']
21416 ['the', 'positively', 'charged']
21417 ['positively', 'charged', 'ions']
21418 ['charged', 'ions', 'are']
21419 ['ions', 'are', 'drawn']
21420 ['are', 'drawn', 'to']
21421 ['drawn', 'to', 'the']
21422 ['to', 'the', 'negatively']
21423 ['negatively', 'charged', 'grid']
21424 ['charged', 'grid', 'on']
21425 ['grid', 'on', 'the']
21426 ['on', 'the', 'floor']
21427 ['the', 'floor', 'of']
21428 ['floor', 'of', 'the']
21429 ['the', 'chamber', 'meanwhile']
21430 ['chamber', 'meanwhile', 'the']
21431 ['meanwhile', 'the', 'nickel']
21432 ['the', 'nickel', 'nanoparticles']
21433 ['nickel', 'nanoparticles', 'are']
21434 ['nanoparticles', 'are', 'serving']
21435 ['are', 'serving', 'as']
21436 ['serving', 'as', 'catalysts']
21437 ['as', 'catalysts', 'reacting']
21438 ['catalysts', 'reacting', 'with']
21439 ['reacting', 'with', 'the']
21440 ['with', 'the', 'carbon']
21441 ['the', 'carbon', 'in']
21442 ['the', 'acetylene', 'gas']
21443 ['acetylene', 'gas', 'c2h2']
21444 ['gas', 'c2h2', 'to']
21445 ['c2h2', 'to', 'create']
21446 ['to', 'create', 'graphitic']
21447 ['create', 'graphitic', 'carbon']
21448 ['graphitic', 'carbon', 'nanofibers']
21449 ['carbon', 'nanofibers', 'the']
21450 ['nanofibers', 'the', 'catalyst']
21451 ['the', 'catalyst', 'rides']
21452 ['catalyst', 'rides', 'on']
21453 ['rides', 'on', 'the']
21454 ['on', 'the', 'tip']
21455 ['the', 'tip', 'of']
21456 ['tip', 'of', 'the']
21457 ['of', 'the', 'nanofiber']
21458 ['the', 'nanofiber', 'that']
21459 ['nanofiber', 'that', 'forms']
21460 ['that', 'forms', 'beneath']
21461 ['forms', 'beneath', 'it']
21462 ['beneath', 'it', 'like']
21463 ['it', 'like', 'a']
21464 ['like', 'a', 'rapidly']
21465 ['a', 'rapidly', 'growing']
21466 ['rapidly', 'growing', 'pillar']
21467 ['growing', 'pillar', 'the']
21468 ['pillar', 'the', 'term']
21469 ['the', 'term', 'graphitic']
21470 ['term', 'graphitic', 'means']
21471 ['graphitic', 'means', 'that']
21472 ['that', 'the', 'nanofibers']
21473 ['the', 'nanofibers', 'have']
21474 ['nanofibers', 'have', 'carbon']
21475 ['have', 'carbon', 'atoms']
21476 ['a', 'hexagonal', 'structure']
21477 ['hexagonal', 'structure', 'like']
21478 ['structure', 'like', 'graphite']
21479 ['like', 'graphite', 'one']
21480 ['graphite', 'one', 'problem']
21481 ['one', 'problem', 'with']
21482 ['problem', 'with', 'growing']
21483 ['with', 'growing', 'carbon']
21484 ['growing', 'carbon', 'nanofibers']
21485 ['carbon', 'nanofibers', 'is']
21486 ['nanofibers', 'is', 'that']
21487 ['that', 'the', 'surface']
21488 ['of', 'the', 'catalyst']
21489 ['the', 'catalyst', 'can']
21490 ['catalyst', 'can', 'become']
21491 ['can', 'become', 'obstructed']
21492 ['become', 'obstructed', 'by']
21493 ['obstructed', 'by', 'a']
21494 ['by', 'a', 'carbon']
21495 ['a', 'carbon', 'film']
21496 ['carbon', 'film', 'that']
21497 ['film', 'that', 'blocks']
21498 ['that', 'blocks', 'catalytic']
21499 ['blocks', 'catalytic', 'action']
21500 ['catalytic', 'action', 'preventing']
21501 ['action', 'preventing', 'further']
21502 ['preventing', 'further', 'nanofibers']
21503 ['further', 'nanofibers', 'growth']
21504 ['nanofibers', 'growth', 'heres']
21505 ['growth', 'heres', 'where']
21506 ['heres', 'where', 'those']
21507 ['where', 'those', 'ions']
21508 ['those', 'ions', 'come']
21509 ['ions', 'come', 'in']
21510 ['come', 'in', 'the']
21511 ['in', 'the', 'ions']
21512 ['the', 'ions', 'being']
21513 ['ions', 'being', 'drawn']
21514 ['being', 'drawn', 'to']
21515 ['to', 'the', 'chromium']
21516 ['the', 'chromium', 'grid']
21517 ['chromium', 'grid', 'are']
21518 ['grid', 'are', 'moving']
21519 ['are', 'moving', 'very']
21520 ['moving', 'very', 'quickly']
21521 ['very', 'quickly', 'and']
21522 ['quickly', 'and', 'they']
21523 ['and', 'they', 'choose']
21524 ['they', 'choose', 'the']
21525 ['choose', 'the', 'shortest']
21526 ['the', 'shortest', 'possible']
21527 ['shortest', 'possible', 'route']
21528 ['possible', 'route', 'to']
21529 ['route', 'to', 'reach']
21530 ['reach', 'the', 'negatively-charged']
21531 ['the', 'negatively-charged', 'metal']
21532 ['negatively-charged', 'metal', 'in']
21533 ['metal', 'in', 'their']
21534 ['in', 'their', 'rush']
21535 ['their', 'rush', 'to']
21536 ['rush', 'to', 'reach']
21537 ['reach', 'the', 'grid']
21538 ['the', 'grid', 'the']
21539 ['grid', 'the', 'ions']
21540 ['the', 'ions', 'often']
21541 ['ions', 'often', 'collide']
21542 ['often', 'collide', 'with']
21543 ['collide', 'with', 'the']
21544 ['with', 'the', 'nickel']
21545 ['the', 'nickel', 'catalysts']
21546 ['nickel', 'catalysts', 'knocking']
21547 ['catalysts', 'knocking', 'off']
21548 ['knocking', 'off', 'the']
21549 ['off', 'the', 'excess']
21550 ['the', 'excess', 'carbon']
21551 ['excess', 'carbon', 'and']
